sigla_da_torre;nome_da_torre;detentora;endereco;lat;lon;capacitado
16J;RJNRI_0042;PESQUISANDO;RUA B, 1500;-22.963111;-43.031611;NÃO
16K;RJNRI_0043;PESQUISANDO;RUA NORONHA TORREZAO, 524;-22.889917;-43.095944;NÃO
16L;RJNRI_0044;PESQUISANDO;RUA LEMGRUBER FILHO, 25;-22.871194;-43.093278;NÃO
16M;RJNRI_0045;PESQUISANDO;RUA DOUTOR MÁRIO VIANA, 709;-22.905306;-43.087556;NÃO
16N;RJNRI_0046;PESQUISANDO;RUA CORONEL TAMARINDO, 69;-22.900806;-43.133806;NÃO
16O;RJNRI_0128;PESQUISANDO;RUA ALVARES DE AZEVEDO, 154;-22.901556;-43.112139;NÃO
16P;RJNRI_0049;PESQUISANDO;ESTRADA ENGENHEIRO PACHECO DE CARVALHO, 35;-22.918278;-43.065167;NÃO
16Q;RJNRI_0050;PESQUISANDO;ESTRADA CAETANO MONTEIRO, 857;-22.901694;-43.049;NÃO
16R;RJNRI_0051;PESQUISANDO;RUA DOUTOR CELESTINO, 56;-22.895;-43.116889;NÃO
16S;RJNRI_0052;PESQUISANDO;RUA PALIERI, 26;-22.894694;-43.110806;NÃO
16T;RJNRI_0053;PESQUISANDO;RUA MARTINS TORRES, 309;-22.898361;-43.090417;NÃO
16U;RJNRI_0055;PESQUISANDO;ESTRADA ENGENHO DO MATO, 0;-22.943917;-43.016778;NÃO
16V;RJNRI_0056;PESQUISANDO;RUA HENRI MATISSE, 191;-22.886417;-43.028972;NÃO
16W;RJNRI_0057;PESQUISANDO;RUA MARECHAL DEODORO, 200;-22.889861;-43.118889;NÃO
16X;RJNRI_0064;PESQUISANDO;RODOVIA PONTE RIO NITERÓI, 20;-22.873333;-43.129806;NÃO
16Y;RJNRI_0132;PESQUISANDO;RODOVIA PONTE PRES COSTA E SILVA, 0;-22.871861;-43.147083;NÃO
16Z;RJNRI_0141;PESQUISANDO;RUA MAESTRO JOSÉ BOTELHO, 64;-22.907222;-43.096361;NÃO
17A;RJNRI_0058;PESQUISANDO;RUA TIRADENTES, 210;-22.90175;-43.12225;NÃO
17B;RJNRI_0306;PESQUISANDO;AVENIDA CARLOS ERMELINDO MARINS, 59;-22.934861;-43.114306;NÃO
17C;RJQUEA0047;PESQUISANDO;VIA DUTRA, S/N;-22.729694;-43.611611;NÃO
17D;RJRBT_0001;PESQUISANDO;RUA CACHOEIRA DOS BAGRES, 100;-22.702667;-42.655778;NÃO
17E;RJRBT_0002;PESQUISANDO;RUA DOUTOR MATOS, 645;-22.716583;-42.631806;NÃO
17F;RJRBT_0003;PESQUISANDO;RODOVIA RJ 124, 0;-22.751417;-42.594639;NÃO
17G;RJRBT_0004;PESQUISANDO;RODOVIA RJ 124, 0;-22.790667;-42.51175;NÃO
17H;RJRBT_0005;PESQUISANDO;RODOVIA ANTONIO PEREIRA DE FARIA, 836;-22.717028;-42.61875;NÃO
17I;RJRBT_0006;PESQUISANDO;ESTRADA DO SAMBÉ, 0;-22.700694;-42.535194;NÃO
17J;RJRBT_0050;PESQUISANDO;RODOVIA RJ-124, S/N;-22.786556;-42.551583;NÃO
17K;RJNRI_0063;PESQUISANDO;RUA DA CONCEIÇÃO, 188;-22.895111;-43.118833;NÃO
17L;RJSGO_0044;PESQUISANDO;AVENIDA SÃO GONÇALO, 100;-22.811917;-43.070694;NÃO
17M;RJSGO_0001;PESQUISANDO;RUA PIO BORGES, 584;-22.852861;-43.079639;NÃO
17N;RJSGO_0002;PESQUISANDO;RUA ALBERTO TORRES, 1939;-22.843056;-43.090611;NÃO
17O;RJSGO_0003;PESQUISANDO;RUA GENERAL GOIS MONTEIRO, S/N;-22.842639;-43.072083;NÃO
17P;RJSGO_0004;PESQUISANDO;RUA ALBERTINA TORRES, 267;-22.829194;-43.09325;NÃO
17Q;RJSGO_0046;PESQUISANDO;AVENIDA PRESIDENTE KENNEDY, 333;-22.823889;-43.049722;NÃO
17R;RJSGO_0006;PESQUISANDO;RUA FRANCISCO PORTELA, 2603;-22.826722;-43.059889;NÃO
17S;RJSGO_0007;PESQUISANDO;AVENIDA JOAQUIM DE OLIVEIRA, 298;-22.816944;-43.055556;NÃO
17T;RJSGO_0008;PESQUISANDO;RUA EXPEDICIONÁRIO OSCAR CHADE, 0;-22.806417;-43.0585;NÃO
17U;RJSGO_0009;PESQUISANDO;RUA CORONEL PEREIRA NINHO, S/N;-22.80975;-43.038028;NÃO
17V;RJSGO_0042;PESQUISANDO;RUA ITAPERUNA, 1;-22.805917;-43.012694;NÃO
17W;RJSGO_0010;PESQUISANDO;RUA TERESÓPOLIS, 89;-22.800917;-43.022083;NÃO
17X;RJSGO_0011;PESQUISANDO;RUA JOSÉ MANÁ JÚNIOR, 4;-22.814278;-43.020278;NÃO
17Y;RJSGO_0012;PESQUISANDO;RUA SIDNEI MONTEIRO, 0;-22.820306;-43.040417;NÃO
17Z;RJSGO_0043;PESQUISANDO;RUA OURO BRANCO, 0;-22.793972;-42.997639;NÃO
18A;RJSGO_0013;PESQUISANDO;RUA 27 DE JULHO, 438;-22.834889;-43.051972;NÃO
18B;RJSGO_0014;PESQUISANDO;RUA LECY DOS REIS, 0;-22.827611;-43.032611;NÃO
18C;RJSGO_0015;PESQUISANDO;RUA MADAME SARA, 30;-22.838833;-43.013194;NÃO
18D;RJSGO_0016;PESQUISANDO;AVENIDA EUGENIO BORGES, 209;-22.855306;-43.022861;NÃO
18E;RJSGO_0017;PESQUISANDO;RUA FELITO DE MACEDO, 67;-22.829472;-43.003111;NÃO
18F;RJSGO_0018;PESQUISANDO;RUA YOLANDA SAAD ABUZAID, 150;-22.821361;-43.00125;NÃO
18G;RJSGO_0019;PESQUISANDO;RUA GONÇALVES CHAVES, 900;-22.81075;-42.999278;NÃO
18H;RJSGO_0020;PESQUISANDO;RUA CARDEAL SEBASTIÃO LEME, S/N;-22.811167;-42.983944;NÃO
18I;RJSGO_0021;PESQUISANDO;RUA ROOSEVELT, 326;-22.805111;-42.966417;NÃO
18J;RJSGO_0022;PESQUISANDO;AVENIDA SANTA LUZIA, 1271;-22.792222;-42.983694;NÃO
18K;RJSGO_0024;PESQUISANDO;ESTRADA VELHA DE MARICÁ, S/N;-22.877167;-43.026167;NÃO
18L;RJSGO_0025;PESQUISANDO;RUA OLÍVIA LOPES, 14;-22.863139;-43.00925;NÃO
18M;RJSGO_0026;PESQUISANDO;AVENIDA DOUTOR EUGÊNIO BORGESO, 3811;-22.876139;-42.994278;NÃO
18N;RJSGO_0027;PESQUISANDO;RUA MANOEL GONÇALVES MONTES, 49;-22.887694;-42.989861;NÃO
18O;RJSGO_0028;PESQUISANDO;RUA B, 0;-22.893083;-43.00525;NÃO
18P;RJSGO_0029;PESQUISANDO;AVENIDA PLÍNIO GOMES DE MATOS FILHO, S/N;-22.902667;-42.984778;NÃO
18Q;RJSGO_0030;PESQUISANDO;RUA MARIA JOSÉ DE MORAES, 145;-22.822306;-43.073083;NÃO
18R;RJSGO_0031;PESQUISANDO;RUA CARINA XERÉM, 0;-22.836806;-42.987833;NÃO
18S;RJSGO_0032;PESQUISANDO;RUA ALBERTINA GONÇALVES CAL, 367;-22.846806;-42.956472;NÃO
18T;RJSGO_0033;PESQUISANDO;RUA PACHECO LOPES, 0;-22.785139;-42.952056;NÃO
18U;RJSGO_0034;PESQUISANDO;RUA EUGÊNIO SIMÕES, 0;-22.793444;-43.033111;NÃO
18V;RJSGO_0035;PESQUISANDO;AVENIDA PROFESSOR JOÃO BRASIL, 2415;-22.863056;-43.0875;NÃO
18W;RJSGO_0089;PESQUISANDO;AVENIDA DO CONTORNO, 23;-22.846333;-42.997333;NÃO
18X;RJSGO_0036;PESQUISANDO;RUA ALBERTO GONÇALVES, 0;-22.822861;-42.979056;NÃO
18Y;RJSGO_0037;PESQUISANDO;RUA EXPEDICIONÁRIO AQUINO ARAÚJO, 0;-22.850361;-43.009139;NÃO
18Z;RJSGO_0038;PESQUISANDO;RUA GENERAL TELES FERREIRA, 476;-22.86275;-42.943528;NÃO
19A;RJSGO_0039;PESQUISANDO;TRAVESSA CIRO COSTA, 9;-22.846417;-43.055278;NÃO
19B;RJSGO_0040;PESQUISANDO;RUA OTÁVIO DA FONSECA, S/N;-22.829167;-43.013;NÃO
19C;RJSGO_0041;PESQUISANDO;RUA ITABAJÉ, 0;-22.812506;-42.944611;NÃO
19D;RJSGO_0153;PESQUISANDO;RUA DOUTOR ALFREDO BACKER, 579;-22.819194;-43.005028;NÃO
19E;RJTRL_0001;PESQUISANDO;RUA COELHO NETO, 36;-22.450342;-42.972689;NÃO
19F;RJTRL_0002;PESQUISANDO;AVENIDA OLIVEIRA BOTELHO, 87;-22.436139;-42.978444;NÃO
19G;RJTRL_0003;PESQUISANDO;RUA MIRANTE DA COLINA, 0;-22.427361;-42.971417;NÃO
19H;RJTRL_0004;PESQUISANDO;RUA CARMELA DUTRA, 294;-22.420417;-42.97625;NÃO
19I;RJTRL_0005;PESQUISANDO;AVENIDA DELFIM MOREIRA, 266;-22.413333;-42.967778;NÃO
19J;RJTRL_0006;PESQUISANDO;ESTRADA DAS TORRES, 0;-22.41;-42.973806;NÃO
19K;RJTRL_0007;PESQUISANDO;RUA CÂNDIDO PORTINARI, 90;-22.393139;-42.988028;NÃO
19L;RJTRL_0008;PESQUISANDO;RUA FERNANDO LUIZ FILHO, 94;-22.432694;-42.946583;NÃO
19M;RJTRL_0009;PESQUISANDO;ESTRADA TERESÓPOLIOVA FRIBURGO, 8095;-22.382139;-42.913083;NÃO
19N;RJTRL_0010;PESQUISANDO;ESTRADA TERESÓPOLIS/FRIBURGO, S/N;-22.269889;-42.798028;NÃO
19O;RJTRL_0012;PESQUISANDO;ESTRADA DO CAINGÁ, 0;-22.403356;-42.957522;NÃO
19P;RJTRL_0014;PESQUISANDO;RUA MANOEL ROSA FILHO, 0;-22.375306;-42.871417;NÃO
19Q;RJTRL_0015;PESQUISANDO;RODOVIA RJ-130, 0;-22.260306;-42.743583;NÃO
19R;RJTRL_0022;PESQUISANDO;RUA FLORIANO VASCONCELOS, S/N;-22.300917;-42.955056;NÃO
19S;RJTRL_0023;PESQUISANDO;SITIO ÁGUA LIMPA, 0;-22.180722;-42.855722;NÃO
19T;RJTRL_0024;PESQUISANDO;ESTRADA DE MOTAS, 95;-22.216583;-42.763417;NÃO
19U;RJTRL_0025;PESQUISANDO;RODOVIA SANTOS DUMONT, S/N;-22.274944;-42.927833;NÃO
19V;RJTRL_0026;PESQUISANDO;ESTRADA VENDA NOVA RIO PRETO, 0;-22.2885;-42.860722;NÃO
19W;RJTRL_0027;PESQUISANDO;ESTRADA DAS MAGNOLIAS, 0;-22.373139;-42.926722;NÃO
19X;RJTRL_0096;PESQUISANDO;RUA ISALTINO, 1;-22.344611;-42.869694;NÃO
19Y;RJTRL_0098;PESQUISANDO;ANTONIO DA SILVA, 300;-22.3846;-42.858892;NÃO
19Z;RJTANG0001;PESQUISANDO;RUA JOÃO PEREIRA NETO, 0;-22.733944;-42.723889;NÃO
1A1;KRJO02;PESQUISANDO;RUA, FONSECA TELES, 18;-22.902902;-43.219403;NÃO
1A2;KRJO05;PESQUISANDO;RUA, ANA NERI,1023;-22.900348;-43.245504;NÃO
1AA;RUA BUENOS AIRES COM RUA URUGUAIANA;CELL SITE SOLUTIONS (SMALL CELL);RUA BUENOS AIRES, S/N;-22.903498;-43.180592;NÃO
1AB;BRADESCO AVENIDA PRESIDENTE ANTÔNIO CARLOS;K2 TOWER (SMALL CELL);AVENIDA ERASMO BRAGA, 150;-22.905236;-43.174122;NÃO
1AC;RUA SÃO JOSÉ COM AVENIDA PRESIDENTE ANTÔNIO CARLOS;CELL SITE SOLUTIONS (SMALL CELL);RUA SAO JOSE, S/N;-22.905014;-43.175158;NÃO
1AD;AVENIDA RIO BRANCO COM RUA DA ASSEMBLÉIA;PESQUISANDO;SITE EM BUSCA;-22.9058;-43.1773;NÃO
1AE;AVENIDA RIO BRANCO COM RUA DA ALFÂNDEGA;K2 TOWER (SMALL CELL);AVENIDA RIO BRANCO, 86;-22.902572;-43.178711;NÃO
1AF;AVENIDA RIO BRANCO COM RUA SANTA LUZIA;K2 TOWER (SMALL CELL);RUA SANTA LUZIA, 798;-22.911306;-43.175092;NÃO
1AG;AVENIDA NOSSA SENHORA DE COPACABANA COM RUA DIAS DA ROCHA;HIGHLINE (SMALL CELL),SBA TORRES BRASIL;AV DE NOSSA SENHORA COPACABANA, 787;-22.973193;-43.188424;NÃO
1AH;RUA VOLUNTÁRIOS DA PÁTRIA COM RUA DONA MARIANA;HIGHLINE (SMALL CELL),SBA TORRES BRASIL;RUA VOLUNTARIOS DA PATRIA, 225;-22.953258;-43.18925;NÃO
1AI;RIO DE JANEIRO - RUA VOLUNTÁRIOS DA PÁTRIA METRO BOTAFOGO;HIGHLINE (SMALL CELL),SBA TORRES BRASIL;RUA VOLUNTARIOS DA PATRIA, 59;-22.951233;-43.183658;NÃO
1AJ;RIO DE JANEIRO - RUA VISCONDE DE PIRAJÁ COM RUA TEIXEIRA DE MELO;HIGHLINE (SMALL CELL),SBA TORRES BRASIL;RUA VISCONDE DE PIRAJÁ, S/N;-22.984722;-43.197836;NÃO
1AK;AVENIDA DAS AMÉRICAS CITTÀ AMÉRICA;K2 TOWER (SMALL CELL);AV DAS AMERICAS, 700;-23.003481;-43.322497;NÃO
1AL;AVENIDA NILO PEÇANHA COM AVENIDA GRAÇA ARANHA;CELL SITE SOLUTIONS (SMALL CELL);AVENIDA NILO PECANHA, S/N;-22.906331;-43.175197;NÃO
1AM;RIO DE JANEIRO - AVENIDA REPÚBLICA DO CHILE COM RUA SENADOR DANTAS;K2 TOWER (SMALL CELL);RUA SENADOR DANTAS, 117;-22.909303;-43.178167;NÃO
1AN;RIO DE JANEIRO - AVENIDA REPÚBLICA DO CHILE COM AVENIDA TREZE DE MAIO;HIGHLINE (SMALL CELL),SBA TORRES BRASIL;AV ALMIRANTE BARROSO, 6;-22.908367;-43.177333;NÃO
1AO;RIO DE JANEIRO - AVENIDA RIO BRANCO CINELÂNDIA;K2 TOWER (SMALL CELL);AVENIDA TREZE DE MAIO, 13;-22.909478;-43.176781;NÃO
1AP;AVENIDA ALMIRANTE BARROSO COM AVENIDA GRAÇA ARANHA;K2 TOWER (SMALL CELL);AV GRACA ARANHA, 187;-22.907725;-43.174914;NÃO
1AQ;AVENIDA ALMIRANTE BARROSO COM RUA MÉXICO;K2 TOWER (SMALL CELL);AVENIDA ALMIRANTE BARROSO, 63;-22.907681;-43.175733;NÃO
1AR;RIO DE JANEIRO - AVENIDA RIO BRANCO COM RUA DO OUVIDOR;K2 TOWER (SMALL CELL);AVENIDA TREZE DE MAIO, 23;-22.903256;-43.17869;NÃO
1AS;AVENIDA RIO BRANCO 108;SKYSITES (SMALL CELL);AVENIDA RIO BRANCO, 102;-22.903869;-43.178227;NÃO
1AT;RUA PRIMEIRO DE MARÇO COM RUA DO OUVIDOR;K2 TOWER (SMALL CELL);RUA PRIMEIRO DE MARCO, 26;-22.902422;-43.175694;NÃO
1AU;RUA PRIMEIRO DE MARÇO COM RUA SETE DE SETEMBRO;K2 TOWER (SMALL CELL);RUA PRIMEIRO DE MARCO, 9;-22.9029;-43.175558;NÃO
1AV;RUA SENADOR DANTAS COM RUA DO PASSEIO;K2 TOWER (SMALL CELL);PRACA MAHATMA GANDHI, 19;-22.912036;-43.17642;NÃO
1AW;RUA SENADOR DANTAS COM RUA EVARISTO DA VEIGA;K2 TOWER (SMALL CELL);RUA SENADOR DANTAS, 75;-22.910019;-43.177683;NÃO
1AX;RUA SANTA LUZIA COM AVENIDA CALÓGERAS;CELL SITE SOLUTIONS (SMALL CELL);RUA SANTA LUZIA, S/N;-22.910514;-43.173653;NÃO
1AY;AVENIDA PRESIDENTE VARGAS COM RUA PRIMEIRO DE MARÇO;K2 TOWER (SMALL CELL);PRACA PIO X, 54;-22.900318;-43.177739;NÃO
1AZ;RUA GONÇALVES DIAS COM RUA DO OUVIDOR;CELL SITE SOLUTIONS (SMALL CELL);RUA GONCALVES DIAS, 84;-22.904264;-43.179383;NÃO
1B1;RJRJO_0001;PESQUISANDO;RUA FONSECA TELES, 18;-22.901694;-43.219306;NÃO
1BA;RUA URUGUAIANA COM RUA DO OUVIDOR;K2 TOWER (SMALL CELL);RUA URUGUAIANA, 96;-22.904492;-43.179789;NÃO
1BB;AVENIDA PRESIDENTE ANTÔNIO CARLOS COM RUA SANTA LUZIA;K2 TOWER (SMALL CELL);RUA SANTA LUZIA, S/N;-22.908975;-43.171844;NÃO
1BC;RIO DE JANEIRO - AV PRESIDENTE ANTÔNIO CARLOS COM RUA ARAÚJO PORTO ALEGRE;K2 TOWER (SMALL CELL);AVENIDA PRESIDENTE ANTÔNIO CARLOS;-22.909256;-43.172506;NÃO
1BD;PRAÇA OZANAN;K2 TOWER (SMALL CELL);RUA GENERAL SEVERIANO, 70;-22.952892;-43.176703;NÃO
1BE;RUA DA PASSAGEM COM RUA CLOTILDE GUIMARÃES;CELL SITE SOLUTIONS (SMALL CELL);RUA SAO CLEMENTE, S/N;-22.949422;-43.184197;NÃO
1BF;RIO DE JANEIRO - AV N SRA COPACABANA;PESQUISANDO;AVENIDA PRINCESA ISABEL, 60;-22.964161;-43.173633;NÃO
1BG;AVENIDA NOSSA SENHORA DE COPACABANA COM RUA RODOLFO DANTAS;HIGHLINE (SMALL CELL),SBA TORRES BRASIL;AVENIDA NOSSA SENHORA DE COPACABANA, 249;-22.965983;-43.178153;NÃO
1BH;AVENIDA NOSSA SENHORA DE COPACABANA COM RUA SANTA CLARA;PESQUISANDO;SITE EM BUSCA;-22.9715;-43.1872;NÃO
1BI;AVENIDA ATAULFO DE PAIVA COM RUA GENERAL URQUIZA;SKYSITES (SMALL CELL);RUA GENERAL URQUISA, S/N;-22.984772;-43.224061;NÃO
1BJ;AVENIDA VIEIRA SOUTO HOTEL FASANO;CELL SITE SOLUTIONS (SMALL CELL);RUA DE VISCONDE PIRAJA, S/N;-22.984353;-43.200847;NÃO
1BK;RIO DE JANEIRO - AVENIDA ATAULFO DE PAIVA COM RUA ALMIRANTE GUILHEM;HIGHLINE (SMALL CELL),SBA TORRES BRASIL;AV ATAULFO DE PAIVA, 227;-22.9838;-43.218214;NÃO
1BL;AVENIDA DAS AMÉRICAS COM AVENIDA TIM LOPES;K2 TOWER (SMALL CELL);AVENIDA DAS AMERICAS, S/N;-23.000581;-43.347858;NÃO
1BM;AVENIDAS DAS AMÉRICAS FREEWAY;PHOENIX (SMALL CELL);AV DAS AMERICAS, 2000;-23.000231;-43.332969;NÃO
1BN;AVENIDAS DAS AMÉRICAS PÃO DE AÇÚCAR;K2 TOWER (SMALL CELL);AV DAS AMERICAS, 700;-23.003481;-43.322497;NÃO
1BO;AVENIDAS DAS AMÉRICAS BSH;K2 TOWER (SMALL CELL);AVENIDA DAS AMERICAS, S/N;-23.0005;-43.352728;NÃO
1BP;SHOPPING DOWNTOWN PRAÇA DE ALIMENTAÇÃO;CELL SITE SOLUTIONS (SMALL CELL);AV DAS AMERICAS, 489;-23.005139;-43.3205;NÃO
1BQ;RIO DE JANEIRO - PORTO MARAVILHA SMALL CELL 01;PESQUISANDO;AVENIDA RODRIGUES ALVES, S/N;-22.897423;-43.176734;NÃO
1BR;RIO DE JANEIRO - PORTO MARAVILHA SMALL CELL 02;PESQUISANDO;AVENIDA RODRIGUES ALVES, S/N;-22.896308;-43.180482;NÃO
1BS;PORTO MARAVILHA SMALL CELL 03;PESQUISANDO;PRAÇA MAUÁ, S/N;-22.896149;-43.181705;NÃO
1BT;PORTO MARAVILHA SMALL CELL 04;PESQUISANDO;AVENIDA RODRIGUES ALVES, S/N;-22.898728;-43.176855;NÃO
1BU;RIO DE JANEIRO - PORTO MARAVILHA SMALL CELL 05;PESQUISANDO;AVENIDA RODRIGUES ALVES;-22.89569;-43.18304;NÃO
1BV;RIO DE JANEIRO - PORTO MARAVILHA SMALL CELL 06;PESQUISANDO;AVENIDA RODRIGUES ALVES, 161;-22.894771;-43.185579;NÃO
1BW;RIO DE JANEIRO - PORTO MARAVILHA SMALL CELL 07;PESQUISANDO;AVENIDA RODRIGUES ALVES;-22.89395;-43.188011;NÃO
1BX;RIO DE JANEIRO -  PORTO MARAVILHA SMALL CELL 08;PESQUISANDO;AVENIDA RODRIGUES ALVES, 303;-22.893128;-43.190569;NÃO
1BY;RIO DE JANEIRO - PORTO MARAVILHA SMALL CELL 09;PESQUISANDO;AVENIDA RODRIGUES ALVES, S/N°;-22.89288;-43.191905;NÃO
1BZ;RIO DE JANEIRO - PORTO MARAVILHA SMALL CELL 10;PESQUISANDO;AVENIDA RODRIGUES ALVES, 435/471;-22.892846;-43.193328;NÃO
1C1;SMALL CALÇADÃO DE BELFORD ROXO 1;PESQUISANDO;Rua Joao Fernandes Neto 1436, Belford Roxo - RJ, 26130-050, Brasil;-22.763;-43.40171;NÃO
1C2;SMALL CALÇADÃO DE BELFORD ROXO 2;PESQUISANDO;Rua Joao Fernandes Neto 1384, Belford Roxo - RJ, 26130-050, Brasil;-22.76339;-43.40134;NÃO
1C3;SMALL CALÇADÃO DE BELFORD ROXO 3;PESQUISANDO;Praca Getulio Vargas 33, Belford Roxo - RJ, 26130-070, Brasil;-22.76465;-43.40014;NÃO
1CA;SMALL CELL GAP 01;K2 TOWER (SMALL CELL);RUA MEXICO, 3;-22.912011;-43.174086;NÃO
1CB;RIO DE JANEIRO - SMALL CELL GAP 02;K2 TOWER (SMALL CELL);RUA MÉXICO, 3;-22.912011;-43.174086;NÃO
1CC;SMALL CELL GAP 03;K2 TOWER (SMALL CELL);AVENIDA PRESIDENTE WILSON, S/N;-22.911264;-43.173036;NÃO
1CD;SMALL CELL GAP 04;CELL SITE SOLUTIONS (SMALL CELL);RUA MEXICO, S/N;-22.910876;-43.174414;NÃO
1CE;RIO DE JANEIRO - SMALL CELL GAP 05;K2 TOWER (SMALL CELL);RUA SANTA LUZIA, 583;-22.909869;-43.172553;NÃO
1CF;SMALL CELL GAP 06;HIGHLINE (SMALL CELL);AVENIDA ARAÚJO PORTO ALEGRE, S/N;-22.908675;-43.173761;NÃO
1CG;RIO DE JANEIRO - SMALL CELL GAP 07;K2 TOWER (SMALL CELL);AVENIDA PRESIDENTE ANTONIO CARLOS, 501;-22.906789;-43.173381;NÃO
1CH;RIO DE JANEIRO - SMALL CELL GAP 08;K2 TOWER (SMALL CELL);AVENIDA MARECHAL CAMÂRA, BANCA DE JORNAL;-22.907952;-43.169943;NÃO
1CI;SMALL CELL GAP 09;CELL SITE SOLUTIONS (SMALL CELL);RUA DO CARMO, S/N;-22.904592;-43.175317;NÃO
1CJ;SMALL CELL GAP 10;K2 TOWER (SMALL CELL);RUA BUENOS AIRES, 16;-22.901956;-43.176886;NÃO
1CK;SMALL CELL GAP 11;K2 TOWER (SMALL CELL);RUA BUENOS AIRES, 16;-22.901933;-43.176886;NÃO
1CL;SMALL CELL GAP 12;K2 TOWER (SMALL CELL);AVENIDA RIO BRANCO, 40;-22.900053;-43.179639;NÃO
1CM;SMALL CELL GAP 13;K2 TOWER (SMALL CELL);AVENIDA RIO BRANCO, 39;-22.899168;-43.179977;NÃO
1CN;SMALL CELL GAP 14;CELL SITE SOLUTIONS (SMALL CELL);RUA DA CARIOCA, S/N;-22.906442;-43.179539;NÃO
1CO;SMALL CELL GAP 15;K2 TOWER (SMALL CELL);RUA URUGUAIANA, 24;-22.905897;-43.178914;NÃO
1CP;SMALL CELL GAP 16;K2 TOWER (SMALL CELL);RUA DA ALFANDEGA, S/N;-22.903601;-43.183702;NÃO
1CQ;SMALL CELL GAP 17;CELL SITE SOLUTIONS (SMALL CELL);RUA LUIS DE CAMOES, S/N;-22.905783;-43.182569;NÃO
1CR;SMALL CELL GAP 18;K2 TOWER (SMALL CELL);PRAÇA TIRADENTES, 20;-22.906519;-43.181991;NÃO
1CS;SMALL CELL GAP 19;CELL SITE SOLUTIONS (SMALL CELL);RUA DA CARIOCA, S/N;-22.907103;-43.18175;NÃO
1CT;SMALL CELL GAP 20;K2 TOWER (SMALL CELL);PRACA TIRADENTES, 21;-22.907361;-43.182628;NÃO
1CU;SMALL CELL GAP 21;K2 TOWER (SMALL CELL);PRACA DA REPUBLICA, 12;-22.908354;-43.186252;NÃO
1CV;RIO DE JANEIRO -  SMALL CELL GAP 22;K2 TOWER (SMALL CELL);AVENIDA GOMES FREIRE, 373;-22.910219;-43.184039;NÃO
1CW;SMALL CELL GAP 23;K2 TOWER (SMALL CELL);AV PRESIDENTE VARGAS, S/N;-22.902806;-43.18285;NÃO
1CX;SMALL CELL GAP 24;K2 TOWER (SMALL CELL);AV PRESIDENTE VARGAS, S/N;-22.901786;-43.181506;NÃO
1CY;SMALL CELL GAP 25;CELL SITE SOLUTIONS (SMALL CELL);RUA DA RELACAO, S/N;-22.910306;-43.182819;NÃO
1CZ;SMALL CELL GAP 26;K2 TOWER (SMALL CELL);RUA DO LAVRADIO, S/N;-22.911443;-43.182467;NÃO
1D1;RJRJO_0001;PESQUISANDO;RUA FONSECA TELES, 18;-22.901694;-43.219306;NÃO
1DA;SMALL CELL GAP 27;K2 TOWER (SMALL CELL);RUA EVARISTO DA VEIGA, EM FRENTE 83;-22.91189;-43.178589;NÃO
1DB;SMALL CELL GAP 28;K2 TOWER (SMALL CELL);PRACA DA REPUBLICA, 230;-22.908689;-43.180642;NÃO
1DC;CAPACIDADE BUZIOS RUA DAS PEDRAS - 01;PHOENIX (SMALL CELL);RUA DAS PEDRAS, 4;-22.755689;-41.889089;NÃO
1DD;POUSADA DO SOL BÚZIOS;PHOENIX (SMALL CELL);RUA DAS PEDRAS, 101;-22.755436;-41.887919;NÃO
1DE;PRIVILEGE BUZIOS;PHOENIX (SMALL CELL);AVENIDA JOSÉ BENTO RIBEIRO DANTAS, 840;-22.75295;-41.884144;NÃO
1DF;SMALL URUGUAIANA - BUENOS AIRES;K2 TOWER (SMALL CELL);RUA URUGUAIANA, S/N;-22.903703;-43.180497;NÃO
1DG;SMALL AVENIDA NILO PEÇANHA;CELL SITE SOLUTIONS (SMALL CELL);AV NILO PECANHA, S/N;-22.906506;-43.175406;NÃO
1DH;SMALL QUISSAMÃ JOSÉ CALDAS;SKYSITES (SMALL CELL);AVENIDA OLAVO SALDANHA, 354;-22.041908;-41.048514;NÃO
1DI;SMALL METRÔ INHAÚMA;SKYSITES (SMALL CELL);AVENIDA PASTOR MARTIN LUTHER KING JR, 1646;-22.874858;-43.283383;NÃO
1DJ;SMALL BÚZIOS TRAVESSA DOS PESCADORES;PESQUISANDO;AV. JOSÉ BENTO RIBEIRO DANTAS, 294;-22.75485;-41.886253;NÃO
1DK;SMALL BÚZIOS ANTÔNIO SOARES;CELL SITE SOLUTIONS (SMALL CELL);RUA MARIA JOAQUINA, 364;-22.755158;-41.892197;NÃO
1DL;SMALL MONSUABA RAUL POMPÉIA;PESQUISANDO;RUA MARIO NATALINO JORDÃO,13 (TERREO);-23.011341;-44.221799;NÃO
1DM;SMALL ATAFONA SÃO JOÃO DA BARRA;CELL SITE SOLUTIONS (SMALL CELL);RUA ALBERTO RAPOSO, 68;-21.623833;-41.163861;NÃO
1DN;SMALL CAVALEIROS BRÁS VITOLA;SKYSITES (SMALL CELL);RODOVIA AMARAL PEIXOTO, 940;-22.398961;-41.791503;NÃO
1DO;SMALL BUENOS AIRES PRAÇA OLAVO BILAC;SKYSITES (SMALL CELL);RUA BUENOS AIRES, S/N;-22.903333;-43.179997;NÃO
1DP;SMALL QUISSAMÃ BARRA DO FURADO;SKYSITES (SMALL CELL);AVENIDA ATLANTICA, LOTE 16 DA GLEBA B;-22.097408;-41.140667;NÃO
